,block,general,primary cycle codes
474,Bar_freq,An example explanation of one of the scenarios means and show the results of one of the question blocks presented,add demo example
475,Bar_freq,,no comment
476,Bar_freq,,no comment
477,Bar_freq,,no comment
478,Bar_freq,,no comment
479,Bar_freq,,no comment
480,Bar_freq,None ,no comment
481,Bar_freq,"There are two countries responsible for ~80% of harmful emmisions.  China and India.  The United States is a MINOR participant to climate change...in fact, Europe contributes more.  So we can get on the bandwagon and screw our economy and uproot people and cause more and more polarity to do nothing.   Fix the international scene...stop wasting time here doing things that mean nothing but harm ",global warming is a hoax
482,Bar_freq,,no comment
483,Bar_freq,,no comment
484,Bar_freq,,no comment
485,Bar_freq,,no comment
486,Bar_freq,,no comment
487,Bar_freq,,no comment
488,Bar_freq,,no comment
489,Bar_freq,,no comment
490,Bar_freq,,no comment
491,Bar_freq,,no comment
492,Bar_freq,,no comment
493,Bar_freq,,no comment
494,Bar_freq,,no comment
495,Bar_freq,,no comment
496,Bar_freq,,no comment
497,Bar_freq,Climate,climate change
498,Bar_freq,This was an interesting survey,good survey
499,Bar_freq,,no comment
500,Bar_freq,,no comment
501,Bar_freq,,no comment
502,Bar_freq,,no comment
503,Bar_freq,None,no comment
504,Bar_freq,,no comment
505,Bar_freq,,no comment
506,Bar_freq,No it was put together nicely thank you ,thank you
507,Bar_freq,Make them more knowledgeable and understanding for the people who really don't have any understanding about grass scenarios,make easier to understand
508,Bar_freq,Nothing but great survey penn state,good survey
509,Bar_freq,Nice,good survey
510,Bar_freq,,no comment
511,Bar_freq,I think the historical grey section was a little hard to understand.,define terminology
512,Bar_freq,,no comment
513,Bar_freq,,no comment
514,Bar_freq,,no comment
515,Bar_freq,,no comment
516,Bar_freq,Bigger print on survey,larger font
517,Bar_freq,,no comment
518,Bar_freq,,no comment
519,Bar_freq,,no comment
520,Bar_freq,"i think the graph was fine, im sure i misread it though",good as is
521,Bar_freq,,no comment
522,Bar_freq,,no comment
523,Bar_freq,,no comment
524,Bar_freq,,no comment
525,Bar_freq,The graph help in showing the amount of rainfall and historical ,good as is
526,Bar_freq,The graph could be bigger ,make larger
527,Bar_freq,,no comment
528,Bar_freq,,no comment
529,Bar_freq,,no comment
530,Bar_freq,Need to explain them better ,improve explanations
531,Bar_freq,,no comment
532,Bar_freq,I support this kind of market research activity.,good survey
533,Bar_freq,,no comment
534,Bar_freq,,no comment
535,Bar_freq,,no comment
536,Bar_freq,,no comment
537,Bar_freq,,no comment
538,Bar_freq,,no comment
539,Bar_freq,2900,no comment
540,Bar_freq,,no comment
541,Bar_freq,,no comment
542,Bar_freq,Great Survey!,good survey
543,Bar_freq,,no comment
544,Bar_freq,,no comment
545,Bar_freq,,no comment
546,Bar_freq,I learned a lot ,I learned something
547,Bar_freq,,no comment
548,Bar_freq,the graph is vary helpful us,the graph was helpful
549,Bar_freq,Great survey ,good survey
550,Bar_freq,,no comment
551,Bar_freq,,no comment
552,Bar_freq,,no comment
553,Bar_freq,,no comment
554,Bar_freq,,no comment
555,Bar_freq,,no comment
556,Bar_freq,,no comment
557,Bar_freq,,no comment
558,Bar_freq,,no comment
559,Bar_freq,,no comment
560,Bar_freq,,no comment
561,Bar_freq,,no comment
562,Bar_freq,,no comment
563,Bar_freq,The graphs are pretty hard to understand. It needs to be more simple and earlier to understand,make simpler
564,Bar_freq,,no comment
565,Bar_freq,All of it,improvement needed
566,Bar_freq,,no comment
567,Bar_freq,Technical,too technical/ tough
568,Bar_freq,,no comment
569,Bar_freq,,no comment
570,Bar_freq,,no comment
571,Bar_freq,,no comment
572,Bar_freq,,no comment
573,Bar_freq,,no comment
574,Bar_freq,no,no comment
575,Bar_freq,,no comment
576,Bar_freq,None I think it’s very easy to understand ,good as is
577,Bar_freq,it needs work,improvement needed
578,Bar_freq,,no comment
579,Bar_freq,,no comment
580,Bar_freq,,no comment
581,Bar_freq,,no comment
582,Bar_freq,great survey,good survey
583,Bar_freq,,no comment
584,Bar_freq,,no comment
585,Bar_freq,,no comment
586,Bar_freq,,no comment
587,Bar_freq,,no comment
588,Bar_freq,,no comment
589,Bar_freq,,no comment
590,Bar_freq,Good ,good as is
591,Bar_freq,,no comment
592,Bar_freq,,no comment
593,Bar_freq,,no comment
594,Bar_int,,no comment
595,Bar_int,,no comment
596,Bar_int,,no comment
597,Bar_int,,no comment
598,Bar_int,The graphics were fairly understandable. ,good as is
599,Bar_int,,no comment
600,Bar_int,Nothing,no comment
601,Bar_int,It was informative ,informative
602,Bar_int,To make grapes easy to read,make easier to read
603,Bar_int,,no comment
604,Bar_int,,no comment
605,Bar_int,I enjoyed this survey,good survey
606,Bar_int,Very interesting,good survey
607,Bar_int,,no comment
608,Bar_int,,no comment
609,Bar_int,Be specific ,make simpler
610,Bar_int,Having a.percentage graph as well would make them easier to interpret ,use different graph type
611,Bar_int,,no comment
612,Bar_int,Good luck with your study ,no comment
613,Bar_int,,no comment
614,Bar_int,,no comment
615,Bar_int,,no comment
616,Bar_int,,no comment
617,Bar_int,,no comment
618,Bar_int,,no comment
619,Bar_int,Make the print larger,larger font
620,Bar_int,,no comment
621,Bar_int,,no comment
622,Bar_int,,no comment
623,Bar_int,,no comment
624,Bar_int,,no comment
625,Bar_int,,no comment
626,Bar_int,None ,no comment
627,Bar_int,,no comment
628,Bar_int,None,no comment
629,Bar_int,,no comment
630,Bar_int,,no comment
631,Bar_int,BETTER GRAPHICS,improvement needed
632,Bar_int,,no comment
633,Bar_int,,no comment
634,Bar_int,,no comment
635,Bar_int,none. The font size was good and the explanations on the graphs was good.,good as is
636,Bar_int,,no comment
637,Bar_int,Scatter diagrams would also help,use different graph type
638,Bar_int,,no comment
639,Bar_int,All good.,good as is
640,Bar_int,,no comment
641,Bar_int,,no comment
642,Bar_int,,no comment
643,Bar_int,,no comment
644,Bar_int,None ,no comment
645,Bar_int,The colors were confusing - lots of mention of red but there was no red? Also I think people should be discouraged from taking it on their phones - I would have understood more if I didn’t have to scroll back and forth between the graph and the questions. ,inconsistent colors (red vs pink)
646,Bar_int,,no comment
647,Bar_int,hard to follow,too technical/ tough
648,Bar_int,Wish i could go back but was somewhat confused by i think higher rainfall for low emissions at the start of surveyin some ,why is low emission rainfall higher?
649,Bar_int,,no comment
650,Bar_int,Have no ideas,no comment
651,Bar_int,,no comment
652,Bar_int,,no comment
653,Bar_int,,no comment
654,Bar_int,does not contain enough inforamtion,more information wanted
655,Bar_int,seems like there are opportunities for improvement,improvement needed
656,Bar_int,none,no comment
657,Bar_int,thanks,thank you
658,Bar_int,,no comment
659,Bar_int,,no comment
660,Bar_int,,no comment
661,Bar_int,,no comment
662,Bar_int,"Consider adding labels, titles, and clearer axis descriptions for better understanding. Ensure consistency in colors and use appropriate graph types.",add more/ clearer labels
663,Bar_int,Good survey I hope I passed,good survey
664,Bar_int,"Climate is also an emotional issue.  I have been doing research on this and there are a lot of varying opinions and science.  I cannot trust the media to report  in an unbiased fashion, so I have to look for my proof elsewhere. I cannot trust my politicians (left or right) to tell me the truth, so again I have to look elsewhere.  I have talk to climate scientists at the college where I live and online with some Zoom presentations.  It is all very confusing and very much a wait and see situation.  THanks for this survery. It has shown me a different idea.",thank you
665,Bar_int,graphs were okay,good as is
666,Bar_int,,no comment
667,Bar_int,,no comment
668,Bar_int,,no comment
669,Bar_int,Add line graphs,use different graph type
670,Bar_int,,no comment
671,Bar_int,,no comment
672,Bar_int,,no comment
673,Bar_int,I enjoyed this survey ,good survey
674,Bar_int,,no comment
675,Bar_int,,no comment
676,Bar_int,,no comment
677,Bar_int,,no comment
678,Bar_int,,no comment
679,Bar_int,none-good job,good as is
680,Bar_int,,no comment
681,Bar_int,,no comment
682,Bar_int,larger size,make larger
683,Bar_int,,no comment
684,Bar_int,,no comment
685,Bar_int,,no comment
686,Bar_int,,no comment
687,Bar_int,,no comment
688,Bar_int,,no comment
689,Bar_int,The graphs should have a paragraph telling what it means,add explanation
690,Bar_int,Maybe easier instructions to follow ,improve explanations
691,Bar_int,,no comment
692,Bar_int,,no comment
693,Bar_int,,no comment
694,Bar_int,,no comment
695,Bar_int,This was a nice survey to take.,good survey
696,Bar_int,No,no comment
697,Bar_int,,no comment
698,Bar_int,,no comment
699,Bar_int,None,no comment
700,Bar_int,,no comment
701,Bar_int,Thanks it was interesting ,good survey
702,Bar_int,None,no comment
703,Bar_int,,no comment
704,Bar_int,Good,good as is
705,Bar_int,,no comment
706,Bar_int,,no comment
707,Bar_int,,no comment
708,Bar_int,None ty,thank you
709,Bar_int,,no comment
710,Bar_int,Excellent survey. Thank you!,good survey
711,Bar_int,,no comment
712,Bar_int,Great,good as is
713,Bar_int,,no comment
714,Bar_int,,no comment
715,Bar_int,,no comment
716,Bar_int,,no comment
717,Bar_int,None ,no comment
718,Bar_int,,no comment
719,Bar_int,,no comment
720,Bar_int,,no comment
721,Bar_int,,no comment
722,Bar_int,,no comment
723,Bar_int,,no comment
724,Bar_int,,no comment
725,Bar_int,,no comment
726,Bar_int,na,no comment
727,Bar_int,,no comment
728,Bar_int,,no comment
729,Bar_int,This survey on graphs and weather has really opened my eyes,thought provoking
730,Bar_int,,no comment
731,Bar_int,Thank you.,thank you
732,Bar_int,,no comment
733,Bar_int,Keep using graphs good way to show increases.,good as is
734,Bar_int,Excellent survey ,good survey
735,Bar_int,bigger ,make larger
736,Bar_int,,no comment
737,Bar_int,,no comment
738,Bar_int,,no comment
739,Bar_int,"It was an amaazing and very familiar and very helpful survey,I like a lot of this survey and it is very likeable survey.",good survey
740,Bar_int,,no comment
741,Bar_int,Thankyou for the opportunity at this amazing survey about climate change! Had a blast!,good survey
742,Bar_int,,no comment
743,Bar_int,I love this,good survey
744,Bar_int,None ,no comment
745,Bar_int,,no comment
746,Bar_int,make the titles larger,larger font
747,Bar_int,,no comment
748,Bar_int,,no comment
749,Bar_int,"if meant to introduce the general public to climate change, statistics regarding rainfall, precautions we can take to the home, or a mixture of all the above, the x and y axis could include brief phrases varied reading levels could identify with",define terminology
750,Bar_int,,no comment
751,Bar_int,,no comment
752,Bar_int,Can make it more simple,make simpler
753,Bar_int,,no comment
754,Bar_int,What are the numbers,what are the numbers?
755,Bar_int,,no comment
756,Bar_int,Good survey ,good survey
757,Bar_int,,no comment
758,Bar_int,,no comment
759,Bar_int,,no comment
760,Bar_int,Everything was fine,good as is
761,Bar_int,,no comment
762,Bar_int,,no comment
763,Bar_int,,no comment
764,Bar_int,,no comment
765,Bar_int,,no comment
766,Bar_int,,no comment
767,Bar_int,No,no comment
768,Bar_int,I am very interested in this opportunity survey ,good survey
769,Bar_int,None! ,no comment
770,Bar_int,,no comment
771,Bar_int,none,no comment
772,Bar_int,,no comment
773,Bar_int,,no comment
774,Bar_int,,no comment
775,Bar_int,,no comment
776,Bar_int,More explanations ,add explanation
777,Bar_int,,no comment
778,Bar_int,They were perfect ,good as is
779,Bar_int,,no comment
780,Bar_int,,no comment
781,Bar_int,This was a great survey/study. Actually got to use my brain which was nice ,thought provoking
782,Bar_int,,no comment
783,Bar_int,,no comment
784,Bar_int,,no comment
785,Bar_int,,no comment
786,Bar_int,"Add additional percent values along the vertical axis, and not in thirds, perhaps by twos.",add percentages
787,Bar_int,,no comment
788,Bar_int,,no comment
789,Bar_int,,no comment
790,Box_freq,They were great,good as is
791,Box_freq,,no comment
792,Box_freq,,no comment
793,Box_freq,,no comment
794,Box_freq,,no comment
795,Box_freq,I don't understand how you can have descriptions of the vertical axis on both the left and the right hand side.  That was extremely confusing.,two vertical axes are confusing
796,Box_freq,None,no comment
797,Box_freq,Make it easier to understad for regular people. ,make easier to understand
798,Box_freq,Put more color and make the graphs bigger ,make larger
799,Box_freq,Good information ,informative
800,Box_freq,Need this graph should be shortened,make simpler
801,Box_freq,None,no comment
802,Box_freq,None,no comment
803,Box_freq,,no comment
804,Box_freq,I have learning disabilities and not able to understand very good ,create learning disability friendly graphs
805,Box_freq,,no comment
