"county","FIPS","year","winter","spring","summer","fall"
"Accomack_Virginia_51001","51001",2020,309.898780546174,279.747560789672,329.696341514224,393.684146565998
"Albemarle_Virginia_51003","51003",1979,NA,294.542857112363,388.994642972946,526.661606945097
"Albemarle_Virginia_51003","51003",1980,175.719642885828,323.58392839187,231.577678652746,186.967857010663
"Albemarle_Virginia_51003","51003",1981,119.510714444199,180.685714184174,382.300892937662,235.199999906655
"Albemarle_Virginia_51003","51003",1982,282.886607186603,255.375892646345,417.401785941795,223.425000253267
"Albemarle_Virginia_51003","51003",1983,191.675893001791,432.207142713879,208.10178567815,365.367856998529
"Albemarle_Virginia_51003","51003",1984,340.791071386476,443.903571303136,397.998214411416,207.746428529067
"Albemarle_Virginia_51003","51003",1985,194.470535769526,200.049999845613,423.40892875301,427.71875005721
"Albemarle_Virginia_51003","51003",1986,128.52053575404,147.358035842223,284.436607199322,208.139285657821
"Albemarle_Virginia_51003","51003",1987,292.13392837798,367.422321494935,200.555357224441,495.10089269786
"Albemarle_Virginia_51003","51003",1988,176.949107122474,254.787500089301,278.886607153341,214.465178728104
"Albemarle_Virginia_51003","51003",1989,149.27500016668,382.623213943626,494.62946417981,361.697321597753
"Albemarle_Virginia_51003","51003",1990,210.441071620211,385.980357008321,239.859821525535,316.723214220788
"Albemarle_Virginia_51003","51003",1991,249.359821630642,243.173214335261,408.189285952066,144.800892950435
"Albemarle_Virginia_51003","51003",1992,261.724106998848,282.819643252928,301.869642774708,372.178571658209
"Albemarle_Virginia_51003","51003",1993,296.336606985756,422.449106980647,229.769643146012,330.660714507635
"Albemarle_Virginia_51003","51003",1994,341.883928449292,329.411607252168,426.772321734045,196.995536041845
"Albemarle_Virginia_51003","51003",1995,214.630357378562,252.451785604869,406.731249761901,392.542857070587
"Albemarle_Virginia_51003","51003",1996,291.46071415501,284.812500069716,372.684821510954,471.208036008424
"Albemarle_Virginia_51003","51003",1997,255.941964461069,210.059821491795,305.407142667366,364.917857290911
"Albemarle_Virginia_51003","51003",1998,426.942857271859,417.015178509589,230.049107453919,117.570535678949
"Albemarle_Virginia_51003","51003",1999,264.313392901261,211.50625030244,210.637500136292,420.520535580016
"Albemarle_Virginia_51003","51003",2000,177.855357262971,273.624106886397,336.492857247059,189.86607126865
"Albemarle_Virginia_51003","51003",2001,146.104464323925,258.787499763604,359.09642853508,110.226785592469
"Albemarle_Virginia_51003","51003",2002,121.575893060171,256.011606925566,268.567857247644,357.020535778254
"Albemarle_Virginia_51003","51003",2003,319.711607189317,437.940178748486,506.233035838764,490.468750124531
"Albemarle_Virginia_51003","51003",2004,211.963392783222,268.591964355005,377.919642708131,414.530356562031
"Albemarle_Virginia_51003","51003",2005,191.881249938958,274.812499925494,284.071428486279,337.528571595837
"Albemarle_Virginia_51003","51003",2006,197.521428436041,139.304464325575,344.274107022211,534.199107770941
"Albemarle_Virginia_51003","51003",2007,184.681250115324,248.591071377641,266.295535900497,175.370535589488
"Albemarle_Virginia_51003","51003",2008,157.383035912844,321.048214758347,281.291071394192,248.24017839187
"Albemarle_Virginia_51003","51003",2009,156.841964245907,344.263392824946,295.199107190062,340.334821258272
"Albemarle_Virginia_51003","51003",2010,392.890178217686,278.425892586155,235.497321543417,340.824107168242
"Albemarle_Virginia_51003","51003",2011,98.2357142809778,421.838393362505,297.036607372708,432.41607159589
"Albemarle_Virginia_51003","51003",2012,239.93124998281,250.639285949458,296.851785901668,220.971428462437
"Albemarle_Virginia_51003","51003",2013,223.417857260044,294.204464131168,527.486606911091,206.697321325541
"Albemarle_Virginia_51003","51003",2014,312.32410704584,339.607143098755,303.48928578331,221.337499874511
"Albemarle_Virginia_51003","51003",2015,195.541964319135,319.554464157671,351.453571444643,389.554463988702
"Albemarle_Virginia_51003","51003",2016,320.831250148692,295.214285652286,403.666071340708,184.550000048642
"Albemarle_Virginia_51003","51003",2017,172.242857214329,411.165178594579,264.216071532773,218.183035581506
"Albemarle_Virginia_51003","51003",2018,214.533035906298,454.676786064303,543.648214588474,578.767857225612
"Albemarle_Virginia_51003","51003",2019,386.070535493749,327.489285531321,351.497321179137,283.072321056787
"Albemarle_Virginia_51003","51003",2020,248.546428971791,329.593749955297,515.311607122953,407.053571292332
"Alexandria_Virginia_51510","51510",1979,NA,212.566666344802,370.166667332252,424.799999107917
"Alexandria_Virginia_51510","51510",1980,118.566666603088,302.500000506639,194.466667642196,187.466667244832
"Alexandria_Virginia_51510","51510",1981,115.233332882325,197.033332914114,285.333333442609,148.200000206629
"Alexandria_Virginia_51510","51510",1982,228.500000427167,244.433333218098,284.19999953111,204.199999769529
"Alexandria_Virginia_51510","51510",1983,171.233332534631,434.099995682637,248.166666299105,334.366666128238
"Alexandria_Virginia_51510","51510",1984,289.9000005126,354.96666675806,275.233333309491,216.466667681932
"Alexandria_Virginia_51510","51510",1985,169.600000421206,187.266665975253,201.533333500226,365.399997840325
"Alexandria_Virginia_51510","51510",1986,168.099999547005,109.46666748325,261.866666058699,207.833333482345
"Alexandria_Virginia_51510","51510",1987,289.033331463734,193.000000566244,194.600000222524,341.799999902646
"Alexandria_Virginia_51510","51510",1988,199.833333969116,258.00000094374,219.733333875736,231.733332306147
"Alexandria_Virginia_51510","51510",1989,163.766666819652,410.000000109275,316.700003117323,322.599999765555
"Alexandria_Virginia_51510","51510",1990,176.23333466053,323.700000941753,349.566666543484,199.600000470877
"Alexandria_Virginia_51510","51510",1991,219.133333265781,207.833333392938,189.63333427906,170.766667147477
"Alexandria_Virginia_51510","51510",1992,244.400001356999,250.733333130678,273.999999543031,274.133333553871
"Alexandria_Virginia_51510","51510",1993,235.033331612746,378.400001198053,199.033333718777,290.733333150546
"Alexandria_Virginia_51510","51510",1994,316.433334519466,301.733332812786,348.100001076857,165.166666140159
"Alexandria_Virginia_51510","51510",1995,186.799999336402,201.7666670084,201.89999956886,382.799999813239
"Alexandria_Virginia_51510","51510",1996,250.799999594688,303.60000004371,351.76666555802,380.566667993863
"Alexandria_Virginia_51510","51510",1997,254.800000200669,240.96666559577,212.666666438182,278.166664828857
"Alexandria_Virginia_51510","51510",1998,343.766666869322,351.833333998919,189.700001458327,99.8000003298124
"Alexandria_Virginia_51510","51510",1999,248.000000983477,188.600000162919,207.266665309668,383.733333110809
"Alexandria_Virginia_51510","51510",2000,195.533333996932,285.699999322494,361.70000120004,184.700001090765
"Alexandria_Virginia_51510","51510",2001,178.166665931543,276.433333625396,339.399998515844,98.133334338665
"Alexandria_Virginia_51510","51510",2002,93.2666668494542,244.233334839344,211.633333375057,328.89999901255
"Alexandria_Virginia_51510","51510",2003,328.433333516121,347.966665665309,443.166666160027,437.633332739274
"Alexandria_Virginia_51510","51510",2004,217.200001120567,258.966666519642,385.933333327373,291.633333583673
"Alexandria_Virginia_51510","51510",2005,197.933332145214,318.599997977416,288.299999564886,290.933331489563
"Alexandria_Virginia_51510","51510",2006,209.266667068005,139.533333579699,368.266664346059,451.83333409826
"Alexandria_Virginia_51510","51510",2007,158.53333362937,200.766666928927,173.60000043114,185.033333828052
"Alexandria_Virginia_51510","51510",2008,198.766665190458,441.066666950782,269.000000129143,269.133335471153
"Alexandria_Virginia_51510","51510",2009,150.633331269026,336.10000110666,301.233331998189,331.666664948066
"Alexandria_Virginia_51510","51510",2010,295.766667455435,216.06666820248,282.533332328002,292.666665593783
"Alexandria_Virginia_51510","51510",2011,152.033332665761,293.733334243298,314.966670374076,454.266666124264
"Alexandria_Virginia_51510","51510",2012,217.433333287636,184.666665941477,207.766666650772,299.966667622328
"Alexandria_Virginia_51510","51510",2013,190.66666885217,203.799999922514,383.033333520095,268.533332765102
"Alexandria_Virginia_51510","51510",2014,301.899999439716,405.133329510689,307.466665605704,214.033333957195
"Alexandria_Virginia_51510","51510",2015,225.133333951235,262.200000067552,449.766666332881,218.533331155777
"Alexandria_Virginia_51510","51510",2016,297.566667387883,224.766667296489,267.100000172853,145.900000135104
"Alexandria_Virginia_51510","51510",2017,153,321.400000145038,395.933334072431,166.033333559831
"Alexandria_Virginia_51510","51510",2018,161.266667485237,378.466666102409,579.633331368367,572.666663299004
"Alexandria_Virginia_51510","51510",2019,326.299998879433,305.100000133117,352.266663779815,218.499999990066
"Alexandria_Virginia_51510","51510",2020,259.033333232005,280.766665349404,517.833336214224,406.533336271842
"Alleghany_Virginia_51005","51005",1979,NA,283.287143153804,350.471428378139,397.584285605805
"Alleghany_Virginia_51005","51005",1980,161.33714315721,348.951428659047,278.985714312111,176.177142719712
"Alleghany_Virginia_51005","51005",1981,101.592857256532,261.042857103688,224.921428676162,224.817142911042
"Alleghany_Virginia_51005","51005",1982,278.288572035091,255.747142871363,328.971428928205,249.868571258443
"Alleghany_Virginia_51005","51005",1983,171.280000172343,369.549999576381,200.051428740791,267.638571805613
"Alleghany_Virginia_51005","51005",1984,295.984285934482,346.191428489344,384.305714224918,201.881428626605
"Alleghany_Virginia_51005","51005",1985,197.15428576512,226.052857097132,316.367142995766,366.635714801294
"Alleghany_Virginia_51005","51005",1986,121.11571419239,183.851428767187,252.849999970198,232.841428725634
"Alleghany_Virginia_51005","51005",1987,284.821429012503,374.971429252199,180.452857256787,288.647142386436
"Alleghany_Virginia_51005","51005",1988,152.971428804312,180.604285727228,259.718571674824,237.211428442597
"Alleghany_Virginia_51005","51005",1989,167.478571438364,332.480000419702,394.959999990037,371.235714495608
"Alleghany_Virginia_51005","51005",1990,214.200000407866,276.214285771336,259.398571601936,268.895714518428
"Alleghany_Virginia_51005","51005",1991,262.601428965586,309.628571915627,245.89714270447,121.4914283927
"Alleghany_Virginia_51005","51005",1992,283.469999847242,317.135714461548,264.307142849479,195.832857139196
"Alleghany_Virginia_51005","51005",1993,212.24857149635,342.084285656043,221.008571414437,240.554285926904
"Alleghany_Virginia_51005","51005",1994,332.471428296821,309.855714433534,319.789999961853,108.60000015114
"Alleghany_Virginia_51005","51005",1995,254.28285752322,207.648571565322,312.53142871729,260.754285727654
"Alleghany_Virginia_51005","51005",1996,278.177142892565,324.098571711779,307.748571307744,337.487142885157
"Alleghany_Virginia_51005","51005",1997,213.539999901397,242.571428465843,239.810000236971,207.405714324117
"Alleghany_Virginia_51005","51005",1998,363.217142827596,399.547143079128,246.109999770352,106.747142938631
"Alleghany_Virginia_51005","51005",1999,232.955714340721,230.237143105694,188.680000146798,288.52857168402
"Alleghany_Virginia_51005","51005",2000,168.362857082912,284.755714020133,364.592857418742,193.204285935419
"Alleghany_Virginia_51005","51005",2001,129.854285849844,299.201428676503,308.795714610389,101.274285763076
"Alleghany_Virginia_51005","51005",2002,121.282857444882,303.581428136144,223.921428522893,364.989999762603
"Alleghany_Virginia_51005","51005",2003,302.394285873856,376.491429265482,407.827142802307,389.594285554545
"Alleghany_Virginia_51005","51005",2004,188.727142829554,319.208571633271,274.072857297744,404.438572345461
"Alleghany_Virginia_51005","51005",2005,192.100000176259,242.975713620441,307.160000198228,222.607143157721
"Alleghany_Virginia_51005","51005",2006,168.699999973178,170.920000105671,369.912857194032,344.445714299594
"Alleghany_Virginia_51005","51005",2007,178.824285792453,284.135714384913,234.881428523575,208.077143033062
"Alleghany_Virginia_51005","51005",2008,184.714285317915,277.395714506507,248.565714221767,136.520000109077
"Alleghany_Virginia_51005","51005",2009,196.700000169022,347.398571043781,310.162857033951,287.01428602721
"Alleghany_Virginia_51005","51005",2010,326.911428554569,262.740000123637,210.668571479406,266.308571525131
"Alleghany_Virginia_51005","51005",2011,105.46428584201,419.57285715597,183.860000139475,294.152857373442
"Alleghany_Virginia_51005","51005",2012,244.654285968201,322.405714428425,250.512857228518,185.118571394682
"Alleghany_Virginia_51005","51005",2013,218.42714302625,293.505714703032,418.257142802221,154.194286062462
"Alleghany_Virginia_51005","51005",2014,264.617143159679,237.624285652382,242.827142571977,229.484285556419
"Alleghany_Virginia_51005","51005",2015,194.207142789449,327.235714284011,322.234285395912,312.962857115694
"Alleghany_Virginia_51005","51005",2016,268.498571609173,254.78857131643,383.317143129877,274.835713831016
"Alleghany_Virginia_51005","51005",2017,186.447142803669,390.218571567961,232.248571338398,247.312857418401
"Alleghany_Virginia_51005","51005",2018,207.422857089554,377.271429051672,323.052857501592,442.580000155313
"Alleghany_Virginia_51005","51005",2019,377.51000033617,299.872857283694,290.894285439168,229.195714518428
"Alleghany_Virginia_51005","51005",2020,264.144285580942,412.89999961853,470.419999684606,243.177142460431
"Amelia_Virginia_51007","51007",1979,NA,279.934615805745,304.696154515331,526.871153833201
"Amelia_Virginia_51007","51007",1980,196.838461729196,324.365384804515,179.446153978316,228.148076997927
"Amelia_Virginia_51007","51007",1981,107.155769103995,207.23653817578,309.732692423348,201.294231032523
"Amelia_Virginia_51007","51007",1982,321.16153846108,212.949999969739,392.094230642686,242.519230890733
"Amelia_Virginia_51007","51007",1983,230.328846354897,403.067307852209,163.234615348279,318.276922674133
"Amelia_Virginia_51007","51007",1984,361.099999828981,446.68461522288,294.444230788029,191.773077055239
"Amelia_Virginia_51007","51007",1985,231.569230852792,135.073077134788,382.959615973899,434.705768782932
"Amelia_Virginia_51007","51007",1986,155.063461472209,155.100000179158,289.457692247744,168.515384596128
"Amelia_Virginia_51007","51007",1987,336.146153875842,312.371154119762,202.180769242919,369.988461907093
"Amelia_Virginia_51007","51007",1988,207.757692322135,223.824999852822,294.486538986174,239.326923640302
"Amelia_Virginia_51007","51007",1989,173.709615573287,377.926922739125,422.996153921462,307.082692549206
"Amelia_Virginia_51007","51007",1990,232.324999866577,361.49807646756,219.021153992758,201.348076670789
"Amelia_Virginia_51007","51007",1991,237.503846485454,225.198076708959,333.628846130119,167.332692648929
"Amelia_Virginia_51007","51007",1992,247.969230767626,292.805769162109,277.784615616386,258.196153713534
"Amelia_Virginia_51007","51007",1993,294.284615747058,436.709615403643,187.184615846437,314.105768928734
"Amelia_Virginia_51007","51007",1994,332.946154145094,353.909615309766,312.655769708638,238.173076937405
"Amelia_Virginia_51007","51007",1995,175.638461294083,262.434615546694,296.757692535909,354.659615331544
"Amelia_Virginia_51007","51007",1996,261.832692349186,269.475000451964,359.624999902569,419.999999299645
"Amelia_Virginia_51007","51007",1997,286.209615169809,229.015384778954,235.236538765522,266.384615914753
"Amelia_Virginia_51007","51007",1998,408.669230621022,396.017307339953,164.730769622211,109.553846210814
"Amelia_Virginia_51007","51007",1999,285.348076509168,226.409615400892,231.786538289717,419.105769484089
"Amelia_Virginia_51007","51007",2000,201.790384495488,311.66538453274,354.417307724173,158.757692363973
"Amelia_Virginia_51007","51007",2001,175.928846013087,263.067307818968,339.330768929651,74.2173076724777
"Amelia_Virginia_51007","51007",2002,166.180769020548,264.282692206594,214.378845946147,365.590384112528
"Amelia_Virginia_51007","51007",2003,307.324999793791,481.230769430216,429.598077136164,442.884614961652
"Amelia_Virginia_51007","51007",2004,210.138461322165,249.225000117834,566.278846106277,335.971153884553
"Amelia_Virginia_51007","51007",2005,181.915384397484,246.392307566336,243.251923050445,242.875000462509
"Amelia_Virginia_51007","51007",2006,226.415384731041,136.801922696714,377.621154132371,557.22500001983
"Amelia_Virginia_51007","51007",2007,185.032692068471,243.305769124283,275.561538420618,175.638461853449
"Amelia_Virginia_51007","51007",2008,180.02500005181,353.103845916688,253.182692174728,283.780769579113
"Amelia_Virginia_51007","51007",2009,178.069230821843,285.14999986268,317.261538429902,410.34807744393
"Amelia_Virginia_51007","51007",2010,406.38846152677,296.082692255194,242.603846592399,295.373077217203
"Amelia_Virginia_51007","51007",2011,130.519231022551,270.198076992081,365.98461503249,398.499999101345
"Amelia_Virginia_51007","51007",2012,190.484615149979,246.89038470846,235.007692651107,204.678845867515
"Amelia_Virginia_51007","51007",2013,293.42692299703,294.013461410999,494.857692493842,184.403846619794
"Amelia_Virginia_51007","51007",2014,331.307691849768,341.200000431102,252.180769632642,233.167307941959
"Amelia_Virginia_51007","51007",2015,243.501923154753,248.701923106152,345.76730747177,371.459615271252
"Amelia_Virginia_51007","51007",2016,334.357692171175,348.736538972419,256.836538620293,265.871154484267
"Amelia_Virginia_51007","51007",2017,209.92499990704,337.134615775484,306.755769460247,175.475000249079
"Amelia_Virginia_51007","51007",2018,170.663461310359,388.292308255457,384.85000030811,576.669229691991
"Amelia_Virginia_51007","51007",2019,317.126923249891,270.921153959173,292.432692300815,212.586538709127
"Amelia_Virginia_51007","51007",2020,287.551923334599,250.617307245731,485.436537746627,416.780769974566
"Amherst_Virginia_51009","51009",1979,NA,308.8902781614,393.562500152323,527.193055701339
"Amherst_Virginia_51009","51009",1980,181.759722227438,360.13611161626,198.616666750362,191.550000057866
"Amherst_Virginia_51009","51009",1981,134.969444510837,200.912500149674,344.519444450322,265.015277306653
"Amherst_Virginia_51009","51009",1982,299.408333290782,244.159722283069,401.077777997073,236.098611030728
"Amherst_Virginia_51009","51009",1983,228.068055729071,431.51388849525,181.737500101742,343.848611418158
"Amherst_Virginia_51009","51009",1984,357.898611075348,425.797221935044,401.831943688707,194.429166625771
"Amherst_Virginia_51009","51009",1985,211.16388881786,235.802777942684,403.202777531412,405.22222228845
"Amherst_Virginia_51009","51009",1986,135.113888868027,156.32083330262,238.147222132732,220.029166793244
"Amherst_Virginia_51009","51009",1987,328.733333035062,429.23055562377,184.00555572783,449.805555635856
"Amherst_Virginia_51009","51009",1988,170.118055765828,271.554166888197,283.19027792414,224.205555386013
"Amherst_Virginia_51009","51009",1989,164.475000124839,420.631943885237,511.184722387956,368.969444547262
"Amherst_Virginia_51009","51009",1990,241.780555601335,387.530555922538,244.120833536403,358.73750036541
"Amherst_Virginia_51009","51009",1991,288.430555536515,301.688888782842,302.720833246493,114.204166717413
"Amherst_Virginia_51009","51009",1992,284.81111118363,339.286111277425,268.688888997667,350.920833465126
"Amherst_Virginia_51009","51009",1993,310.874999788486,411.159722364611,245.70833349973,279.770833290699
"Amherst_Virginia_51009","51009",1994,375.263888948494,310.569444409261,423.952777997487,159.143055597941
"Amherst_Virginia_51009","51009",1995,258.845833109485,228.363888671829,449.500000322859,403.933333293017
"Amherst_Virginia_51009","51009",1996,285.183333430439,306.463888881935,341.334722417924,476.78472195276
"Amherst_Virginia_51009","51009",1997,295.219444391628,222.779166592078,256.455555344207,321.705555342552
"Amherst_Virginia_51009","51009",1998,457.45138901886,441.512499528213,263.497222125944,96.8347222304179
"Amherst_Virginia_51009","51009",1999,265.406944518702,214.608333263132,191.163889016128,418.615277256403
"Amherst_Virginia_51009","51009",2000,193.49166669531,281.237499817792,371.008333761659,210.494444648425
"Amherst_Virginia_51009","51009",2001,151.029166752266,279.38194424659,310.856944347007,106.852777748058
"Amherst_Virginia_51009","51009",2002,146.009722316845,261.615277823475,224.948611270222,385.193055538254
"Amherst_Virginia_51009","51009",2003,315.05555553279,466.465277950797,519.259722809411,423.555555092792
"Amherst_Virginia_51009","51009",2004,206.423610761762,250.063888558911,340.683333734257,396.812500604325
"Amherst_Virginia_51009","51009",2005,204.681944331361,259.373611115747,300.518056201024,348.509722504765
"Amherst_Virginia_51009","51009",2006,214.280555826508,168.245833617532,355.944444487492,504.575000004222
"Amherst_Virginia_51009","51009",2007,235.844444300152,284.854167209317,271.061111032963,198.018055441065
"Amherst_Virginia_51009","51009",2008,183.402777567506,307.015277968513,268.969444779886,237.070833522412
"Amherst_Virginia_51009","51009",2009,203.293055749188,374.179166907652,329.555555727333,331.016666669812
"Amherst_Virginia_51009","51009",2010,424.943055375997,297.05416630788,287.055555827916,366.911111812625
"Amherst_Virginia_51009","51009",2011,105.205555581798,375.734722542266,259.8333336148,411.844444993469
"Amherst_Virginia_51009","51009",2012,263.837499901652,311.91944448029,286.312499973095,169.14444416927
"Amherst_Virginia_51009","51009",2013,272.226389083597,346.966666522953,504.649999897099,202.979166909224
"Amherst_Virginia_51009","51009",2014,331.481944321758,317.545832912541,299.340277763704,236.169444520854
"Amherst_Virginia_51009","51009",2015,204.545833664222,300.643055250247,360.676388891207,459.219443779853
"Amherst_Virginia_51009","51009",2016,323.862499707275,328.568055964178,430.406944394526,226.398611187521
"Amherst_Virginia_51009","51009",2017,167.780555337254,445.449999739726,275.899999841634,211.44305558006
"Amherst_Virginia_51009","51009",2018,243.868056047708,425.854166836788,425.498610697687,648.555555504643
"Amherst_Virginia_51009","51009",2019,439.320833319177,319.951388899651,389.854166888114,304.093055574016
"Amherst_Virginia_51009","51009",2020,285.719444436746,378.370833374974,486.944444410503,480.552778766801
"Appomattox_Virginia_51011","51011",1979,NA,273.531372821214,330.47843161985,466.176470285537
"Appomattox_Virginia_51011","51011",1980,171.23725492814,316.13921604846,176.539215755229,194.625490097439
"Appomattox_Virginia_51011","51011",1981,121.48627440719,183.927450804734,334.888235741386,242.472549444905
"Appomattox_Virginia_51011","51011",1982,300.249019562614,219.756862603566,366.231372859548,226.931372874508
"Appomattox_Virginia_51011","51011",1983,205.190196126115,419.449019710807,175.149019626426,315.37451023214
"Appomattox_Virginia_51011","51011",1984,325.070587694645,407.792157433197,365.633334074535,171.878431334799
"Appomattox_Virginia_51011","51011",1985,213.270588155471,204.423529392364,414.996078881563,381.482352903661
"Appomattox_Virginia_51011","51011",1986,134.219607740641,130.801960927014,239.598038932856,199.421568808018
"Appomattox_Virginia_51011","51011",1987,317.103921300056,352.029411852944,175.484313875437,436.800000387664
"Appomattox_Virginia_51011","51011",1988,178.480392365479,270.458823901181,293.139215736997,217.556863022786
"Appomattox_Virginia_51011","51011",1989,161.058823496688,406.825489983255,485.499999956173,361.050979658085
"Appomattox_Virginia_51011","51011",1990,240.772549230094,391.47647083799,238.472548605765,308.092156266465
"Appomattox_Virginia_51011","51011",1991,252.935294393231,279.394117594934,298.078431210097,113.070588026561
"Appomattox_Virginia_51011","51011",1992,271.415686266095,309.358823364272,252.254902136676,319.900000253144
"Appomattox_Virginia_51011","51011",1993,296.801960632497,388.662744981401,213.896078441073,292.086274604587
"Appomattox_Virginia_51011","51011",1994,343.684314339769,329.427451626927,351.115686669069,182.109803953007
"Appomattox_Virginia_51011","51011",1995,211.096078373638,248.745098196408,394.325489897938,391.443137290431
"Appomattox_Virginia_51011","51011",1996,227.594117816172,303.652941456028,303.660784374849,462.166667567164
"Appomattox_Virginia_51011","51011",1997,291.700000491797,225.53529423709,238.649019236658,320.805882650263
"Appomattox_Virginia_51011","51011",1998,419.511764646745,436.392157021106,211.925490497958,89.4000002619098
"Appomattox_Virginia_51011","51011",1999,266.945097933213,214.535294306044,193.947058770586,399.872549672337
"Appomattox_Virginia_51011","51011",2000,200.21176485279,281.000000154271,329.629411934638,182.633333324802
"Appomattox_Virginia_51011","51011",2001,153.945097927954,277.160784211813,298.554902212877,97.5019608595792
"Appomattox_Virginia_51011","51011",2002,155.517647137829,252.356863001982,216.333333615579,374.564705880249
"Appomattox_Virginia_51011","51011",2003,308.323529688167,498.452941312509,474.0039216765,413.156862302738
"Appomattox_Virginia_51011","51011",2004,191.939215726712,226.831372276825,355.770588440054,367.313725315473
"Appomattox_Virginia_51011","51011",2005,172.98823566355,243.960784331841,264.429411850724,275.149019566821
"Appomattox_Virginia_51011","51011",2006,200.878430918151,140.472548902619,351.333333602139,510.36862806596
"Appomattox_Virginia_51011","51011",2007,201.837255456868,264.866666889074,222.886274487949,192.686274426825
"Appomattox_Virginia_51011","51011",2008,163.25294157512,342.003921569562,219.715686709273,268.145098454228
"Appomattox_Virginia_51011","51011",2009,195.237255097604,323.645097906099,326.062745284216,370.003920857813
"Appomattox_Virginia_51011","51011",2010,375.141176620535,289.239215721102,296.415686986026,349.496078504651
"Appomattox_Virginia_51011","51011",2011,112.509803967149,304.262745278139,292.878431584321,389.980392208286
"Appomattox_Virginia_51011","51011",2012,220.350980207616,280.868627521337,250.3156864684,162.531372966135
"Appomattox_Virginia_51011","51011",2013,282.235294264906,313.599999987027,459.40588205819,177.849019893244
