"county","FIPS","centralDecade","aveWetDays","fiveYrAveTotWetDaysCentYr_-10","fiveYrAveTotWetDaysCentYr_-9","fiveYrAveTotWetDaysCentYr_-8","fiveYrAveTotWetDaysCentYr_-7","fiveYrAveTotWetDaysCentYr_-6","fiveYrAveTotWetDaysCentYr_-5","fiveYrAveTotWetDaysCentYr_-4","fiveYrAveTotWetDaysCentYr_-3","fiveYrAveTotWetDaysCentYr_-2","fiveYrAveTotWetDaysCentYr_-1","fiveYrAveTotWetDaysCentYr_0","fiveYrAveTotWetDaysCentYr_1","fiveYrAveTotWetDaysCentYr_2","fiveYrAveTotWetDaysCentYr_3","fiveYrAveTotWetDaysCentYr_4","fiveYrAveTotWetDaysCentYr_5","fiveYrAveTotWetDaysCentYr_6","fiveYrAveTotWetDaysCentYr_7","fiveYrAveTotWetDaysCentYr_8","fiveYrAveTotWetDaysCentYr_9","fiveYrAveTotWetDaysCentYr_10","fiveYrAveTotWetDaysCentYr_11","fiveYrAveTotWetDaysCentYr_12","fiveYrAveTotWetDaysCentYr_13","fiveYrAveTotWetDaysCentYr_14","fiveYrAveTotWetDaysCentYr_15","fiveYrAveTotWetDaysCentYr_16","fiveYrAveTotWetDaysCentYr_17","fiveYrAveTotWetDaysCentYr_18","fiveYrAveTotWetDaysCentYr_19"
"Alleghany_Virginia_51005","51005",2000,1062.20933362579,1025.58314334674,1073.70942900683,1021.15314316043,1010.73857171297,1079.33428590826,1054.01057164618,1065.00542875,1049.7097146322,1041.37314308448,952.88657179296,988.470857357298,1058.03742892197,1108.93428616941,1100.13857185287,1136.18400030221,1115.07342899706,994.668571774874,1000.8782857843,995.887714390925,1006.3185716027,1008.22971456366,1068.1677147322,1005.45514320186,1056.2394288516,1070.57200011815,1081.4911429097,1146.78971437241,1187.12542880654,1237.52514291593,1256.24178585165
"Alleghany_Virginia_51005","51005",2030,1430.03857036063,1338.86571439349,1269.15071389569,1430.03857036063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amelia_Virginia_51007","51007",1970,1081.80611903893,1117.77461573665,1069.59461543789,1120.69807693878,1110.6807692992,1116.5553847588,1064.27000037581,1085.67076971921,1062.48730794845,1086.1811541296,1063.59519255548,1116.53846149777,1016.40192287014,983.94038499204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amelia_Virginia_51007","51007",2000,1140.96775648615,1063.38653869446,1133.80192313275,1097.87461554901,1111.22653878801,1194.18692325789,1172.45576955263,1144.92692330296,1137.88384617728,1120.90961536513,1011.89076924106,1033.81269190942,1143.26115343147,1183.90192272835,1170.45269203461,1246.16846128129,1217.90000002625,1102.71807697496,1101.38807706844,1122.24000021884,1116.59884615151,1106.51269227415,1157.24461540981,1115.58730780757,1155.21884606802,1141.11576964924,1163.66230823994,1216.32192357102,1209.17076958624,1260.97615424887,1292.8437501801
"Amelia_Virginia_51007","51007",2030,1524.94999978118,1395.63653845436,1289.71057700194,1524.94999978118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amherst_Virginia_51009","51009",1970,1169.08042928859,1192.41777808716,1128.57472212505,1192.23166642553,1163.57805534477,1190.18722204781,1118.75777759784,1162.24555561344,1178.43805580164,1205.96138913706,1178.06631967891,1267.19166690525,1160.03611152826,1006.53611103859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amherst_Virginia_51009","51009",2000,1221.20847236322,1185.71277808034,1258.45305581234,1199.05694475116,1204.71888900358,1303.28750007037,1266.12361103627,1263.12527762295,1243.64694415414,1183.02333314584,1056.70694428268,1060.01527770849,1152.41583331517,1168.94416687182,1185.32916701237,1257.93583381664,1249.58083373465,1105.99555613291,1144.48166723905,1157.397778192,1163.78583385241,1154.95805606552,1236.44000040069,1188.34916688104,1221.63861110997,1221.54999978542,1239.09194416097,1343.62694415326,1382.77194428212,1449.9416668069,1496.84513906928
"Amherst_Virginia_51009","51009",2030,1687.52916747456,1646.18796336637,1502.50138942194,1687.52916747456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Appomattox_Virginia_51011","51011",1970,1108.58342266327,1097.4670592876,1052.67568682175,1122.86470640512,1092.22431409908,1118.82941213192,1062.90588284135,1114.45372560574,1122.86431366018,1155.13411759699,1135.97843119108,1213.18365959249,1101.47843103023,965.77254896947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Appomattox_Virginia_51011","51011",2000,1148.91398718941,1133.07019593155,1195.42039188217,1130.99882373798,1134.91215717232,1219.81568689685,1197.74784384533,1189.54823604857,1176.28274573976,1121.0792164279,1013.44352986322,1017.97803979423,1119.86156902687,1131.43843158074,1131.03529429506,1193.26588259152,1169.24901986122,1034.22274565077,1077.29254947024,1109.80549078292,1112.04470645505,1105.01019654426,1164.00627479916,1120.10823579232,1134.95725502933,1139.39960785906,1163.80431353041,1249.30941143387,1257.36313681544,1373.68470563912,1417.9377448588
"Appomattox_Virginia_51011","51011",2030,1797.13529414172,1557.07124166434,1469.65294116706,1797.13529414172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington_Virginia_51013","51013",1970,1018.01590924168,1078.76500049233,1008.06499980837,1027.4449998796,1044.41500016302,1043.27500080913,955.065000900626,993.720001164079,1043.20500101447,1030.28500028402,1044.893749943,1093.2083329459,1012.94999786466,844.924997188151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington_Virginia_51013","51013",2000,1127.4733327282,1049.96999985129,1101.8249992758,1078.67499834597,1040.40499854088,1157.91499840468,1129.46999863386,1100.33999930471,1089.79499889761,1099.96499908566,998.589999984205,1007.03999949545,1124.17499924004,1131.27999964803,1146.73500038981,1191.36999969482,1156.52500050515,1074.26500065476,1097.4600012511,1080.4299998641,1111.03500058353,1140.24999995232,1127.51499985754,1130.15499928743,1161.88000050485,1092.03500042856,1105.69999985397,1259.72499881685,1237.47499893904,1303.60999763459,1391.36874685809
"Arlington_Virginia_51013","51013",2030,1521.89999679476,1518.33333040774,1330.29999800026,1521.89999679476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta_Virginia_51015","51015",1970,1065.46680629772,1098.89276342067,1051.18210555974,1093.13486851222,1083.37421071031,1086.59052633522,1025.79736849281,1051.98710530906,1056.87868432375,1081.64131577231,1062.77121717659,1142.36228072075,1059.50427630691,970.067105095049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta_Virginia_51015","51015",2000,1096.27074565987,1064.45842113467,1116.16000014332,1068.47526336999,1070.68236869789,1167.80302670029,1149.14578983137,1151.87052650279,1132.26578964893,1101.32144739134,973.894473737243,978.946710521649,1073.30394749132,1114.84026321828,1118.53644739484,1179.22671035018,1170.70486832077,1034.39973672668,1017.63368409327,999.41578936518,1013.83973676507,1017.12118426648,1070.41118425386,1043.66631580838,1079.59276321013,1057.74473701037,1050.17302633724,1162.99315783746,1200.7431578204,1253.17342110025,1295.25016447181
"Augusta_Virginia_51015","51015",2030,1374.43026352066,1413.95964911619,1262.46907904411,1374.43026352066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bath_Virginia_51017","51017",1970,1065.10509991553,1105.85780518913,1073.615609766,1100.61414649203,1098.29951236139,1081.94097577944,1024.75341477496,1046.23000035599,1043.66536604937,1064.36146352698,1057.09451239256,1135.76910587867,1046.82073173454,994.758536363884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bath_Virginia_51017","51017",2000,1091.21439042672,1049.84414657151,1099.37804901811,1047.87756120025,1038.97024402713,1118.12731737756,1101.11024407483,1109.07560989043,1087.92512211167,1084.04804909811,978.286097787284,1005.52463461117,1084.80439075515,1130.98707381,1123.66219560119,1164.77804912336,1153.07365879198,1030.4704880729,1024.49804882865,1011.84560998518,1028.81146375275,1028.06000019123,1070.85975621873,1015.44878056871,1064.55951216613,1066.57097561941,1068.73536583985,1177.37707307869,1240.54975604102,1310.00853667259,1346.96067077149
"Bath_Virginia_51017","51017",2030,1527.92195205536,1455.7833335184,1359.09634192688,1527.92195205536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bedford_Virginia_51019","51019",1970,1130.08620951939,1120.76372875526,1071.30016945121,1134.85796605126,1124.3133898783,1151.85830501636,1084.77915246891,1129.75423739361,1157.69593226521,1178.59694905443,1151.85614410485,1240.43446335836,1151.77542336992,968.178813130926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bedford_Virginia_51019","51019",2000,1175.56132779462,1150.86372884623,1208.74779664318,1155.52135584365,1140.34796633988,1234.65864439895,1200.90203423798,1207.98423757063,1182.06288168309,1141.41288145669,1024.88881370011,1032.12949161898,1117.06508497571,1149.34186455537,1149.36779680399,1206.16305098049,1188.28406801992,1055.84932224245,1105.195084839,1111.62830512226,1120.48271186796,1115.84186434867,1194.29406769634,1126.62542377236,1159.94932206364,1171.79237301966,1202.94677974738,1307.06627135731,1334.62135607428,1441.10457645043,1490.23686455443
"Bedford_Virginia_51019","51019",2030,1787.58644095467,1634.48672345904,1508.57245785023,1787.58644095467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bland_Virginia_51021","51021",1970,1010.99897103004,1057.15132137976,1004.26603813036,996.410189116451,1002.49886834734,981.944905945602,932.172452978705,982.242264161132,1026.67018850704,1041.70000001147,1042.769811249,1135.24276722808,1082.38490573415,1005.58679321296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bland_Virginia_51021","51021",2000,1082.54635234814,1044.61509447289,1097.94264169583,1060.58226454089,1047.20415149241,1097.66830242332,1048.76641552943,1062.47962311191,1026.23056651376,991.945283439924,934.721509738801,995.924151289013,1055.08603802593,1144.02226433,1148.35924537947,1164.48037744513,1116.39547170074,1027.71132076967,1028.98377362287,1039.59660399106,1059.06641501391,1080.01924528918,1123.73471690034,1052.44377332397,1086.67207507727,1062.20754694882,1087.39169779352,1143.18528292978,1183.01547175736,1254.84264151431,1311.69811335234
"Bland_Virginia_51021","51021",2030,1525.89245228329,1381.01069196047,1346.27169788812,1525.89245228329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt_Virginia_51023","51023",1970,1071.35541160253,1087.01928615031,1040.06880986258,1082.8311907869,1087.21690496582,1102.84404783157,1038.40309547881,1071.14190511235,1081.76619090331,1099.15190523778,1075.98750043119,1156.4273814896,1074.94583376266,961.922619176762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt_Virginia_51023","51023",2000,1129.91829387515,1078.45404802199,1136.61952416904,1090.03357160822,1077.60714288482,1156.61809524042,1116.13571442997,1124.57380969695,1100.96238115664,1079.8728574591,974.385000342982,999.773571477121,1075.10404779145,1117.93928580142,1116.75238087447,1170.56238091907,1151.01880969859,1024.53880957159,1062.11642896554,1077.35428621457,1089.09452436502,1091.15190530831,1173.16142918865,1103.02523856206,1138.57023845116,1160.81380976907,1180.43523832701,1258.33476198713,1305.43285715701,1382.98047633952,1411.59880968964
"Botetourt_Virginia_51023","51023",2030,1656.10714321229,1540.9559524504,1455.6922621931,1656.10714321229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bristol_Virginia_51520","51520",1970,1124.76818023893,1171.5299986124,1115.78999801874,1118.92999740541,1104.07999799848,1042.74999855161,1005.41999882758,1046.4599996835,1100.36999906898,1156.8199988097,1186.93749836087,1286.59999798735,1280.67499797791,1275.9500002563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bristol_Virginia_51520","51520",2000,1224.56166720887,1169.6099994123,1211.95999991,1207.1200007081,1181.25000157654,1205.56000207663,1201.69000126719,1244.73000098467,1190.05000015497,1161.28000005484,1098.08999939859,1127.46000059843,1165.87000080943,1240.3100022912,1238.36000233293,1261.63000354469,1173.03000240624,1089.13000201285,1097.56000099778,1127.55000085235,1149.30999893844,1232.29999863207,1312.50999912024,1249.96999866366,1286.00999835134,1248.599999246,1255.52999976575,1280.08000014424,1362.3600004375,1424.10000007451,1500.21249998361
"Bristol_Virginia_51520","51520",2030,1641.29999564588,1588.8166663299,1577.59999750555,1641.29999564588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunswick_Virginia_51025","51025",1970,1115.45528569468,1121.07395372855,1084.80441889465,1148.78883750127,1154.63255869088,1151.13744231844,1104.68627948505,1133.273488601,1101.42883753021,1118.06255824663,1104.76366285659,1157.42364346854,1043.59883754389,1018.91976748407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunswick_Virginia_51025","51025",2000,1172.9481008903,1108.12627917597,1149.5204651423,1088.7376745592,1105.72767439353,1186.32999994769,1163.59697662911,1178.19093021092,1235.92418620226,1226.93000015083,1127.76511645546,1158.77534902532,1232.44093055961,1221.3211629512,1189.42744212081,1272.77116302709,1203.61906988101,1125.4537210364,1125.92558137303,1124.92093018578,1084.11581400591,1121.39883745368,1134.65930231886,1117.45488388178,1184.54418636463,1200.91651185592,1197.69627911788,1239.22093036632,1248.32511637433,1308.78627903295,1330.81744182456
"Brunswick_Virginia_51025","51025",2030,1581.51744213735,1445.25116292335,1428.80116299609,1581.51744213735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buchanan_Virginia_51027","51027",1970,1113.41876502165,1135.22692327331,1089.11692332656,1084.56897475528,1096.84512866323,1074.46359013097,1052.79333368028,1092.67512852274,1128.91333374733,1151.57769285884,1156.9544877941,1252.22948800448,1192.70897529389,1180.19487272509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buchanan_Virginia_51027","51027",2000,1197.73188064171,1131.5192312965,1181.91615439172,1168.97384667855,1157.24615430603,1207.62512856875,1202.46794908406,1230.25384661211,1163.8502568381,1153.8679489851,1072.3112821932,1129.94102581457,1172.27051277917,1256.21897449684,1242.61410268163,1278.36307717715,1204.95923086328,1117.1058977665,1104.01000012144,1137.43897455434,1179.12948735685,1213.62666681516,1271.36948730655,1219.45307704776,1219.34794893448,1171.0730770756,1184.68051325992,1233.69589779614,1273.88512866757,1316.88923122187,1353.57916720861
"Buchanan_Virginia_51027","51027",2030,1410.28846202867,1416.22393206704,1340.2282057223,1410.28846202867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buckingham_Virginia_51029","51029",1970,1096.31297238781,1109.20067429415,1058.56988752685,1120.50651664292,1093.85820205975,1113.26629209391,1051.56000002669,1092.15280914648,1090.58719111179,1128.97505630342,1107.54410115613,1186.86142310947,1082.56348317393,1003.97415749243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buckingham_Virginia_51029","51029",2000,1141.70273409791,1100.29101127614,1178.44651679631,1129.64921351604,1140.99820235251,1216.86269673484,1199.43528103962,1175.54876410318,1157.29078668898,1103.92809016109,993.550337343604,1001.80044966869,1107.10426984409,1123.81887653517,1132.2674158174,1195.03483138687,1173.37528076065,1042.5941572928,1071.82516861411,1087.07146054017,1103.97438198301,1095.4391011212,1153.6173033867,1118.92516844628,1142.20921349097,1126.24719097279,1153.69483143962,1245.67505600606,1248.70719078685,1345.67595490592,1394.60758418556
"Buckingham_Virginia_51029","51029",2030,1670.82247225857,1522.25805231427,1401.21573051526,1670.82247225857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BuenaVista_Virginia_51530","51530",1970,1012.80909061703,1035.04000035524,999.460000699759,1047.11999998689,1034.24000048041,1042.17999939919,982.519999819994,994.479999309778,994.42000027895,1030.19999896288,1008.49999902397,1084.9666655461,1005.29999731481,933.199995458126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BuenaVista_Virginia_51530","51530",2000,1052.76000001331,1011.20000014901,1065.64000042677,1018.53999989033,1027.3999997139,1089.9800004065,1066.59999915361,1076.35999934077,1057.47999945879,1036.28000045419,934.300000661612,940.12000002265,1030.94000044465,1074.78000019193,1071.21999944448,1141.69999869466,1121.89999905825,979.559998357296,989.659997165203,985.519997501373,988.199999725819,1000.34000114203,1077.38000092506,1034.66000322103,1053.06000269651,1028.60000166297,1030.26000066996,1107.06000084281,1141.44000015259,1203.39999973774,1259.32499913126
"BuenaVista_Virginia_51530","51530",2030,1378.99999651313,1377.69999913375,1260.69999861717,1378.99999651313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell_Virginia_51031","51031",1970,1097.00188930201,1085.94259767215,1043.5833766743,1109.89168853837,1081.81402611988,1100.53168847631,1043.08597419734,1096.6231172975,1117.39324709796,1144.01220813092,1127.99837700549,1205.30216491429,1095.96688347223,930.596104140405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell_Virginia_51031","51031",2000,1132.97316037921,1121.67506545263,1177.30337713578,1109.89298757709,1104.25636421016,1198.62077962214,1172.19818220108,1170.09142883598,1158.34259757461,1108.93038968939,996.36051973538,1009.5296104178,1101.26181845812,1117.08181840243,1114.76961059137,1168.97818189031,1139.93454559972,1011.38883126262,1056.10675329349,1087.13428582023,1083.32753265763,1077.61922096076,1137.74961039981,1090.66337677813,1109.67402620633,1135.88545468705,1155.02259762047,1249.35168855128,1265.75142864949,1390.7402595969,1432.76655836723
"Campbell_Virginia_51031","51031",2030,1849.66753199967,1593.00865773037,1513.5506489782,1849.66753199967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caroline_Virginia_51033","51033",1970,1061.38913563095,1096.16439038173,1045.67219532903,1093.42561005361,1100.47121983461,1102.28170763196,1043.58609794807,1065.12170787185,1063.3163419589,1064.21317115702,1050.57103701254,1097.95040702093,997.100610039583,891.570731877917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caroline_Virginia_51033","51033",2000,1144.82829282419,1054.92463447437,1108.25414684022,1089.53926866716,1083.34414658496,1175.89682950101,1154.98829289508,1147.06097565918,1117.70121971899,1118.08219537204,1017.58365875141,1020.62000018511,1112.86878053706,1152.89048773196,1148.82390244203,1213.06975602282,1180.66219517392,1090.62243927579,1094.31414640793,1085.34512201613,1113.13536608532,1131.31073187844,1150.29512209056,1110.0839026393,1146.67243938831,1143.66804901449,1168.70390249818,1286.21463414489,1304.44073177983,1391.99536557583,1415.74420703584
"Caroline_Virginia_51033","51033",2030,1629.09756037193,1541.99349584776,1398.50792667143,1629.09756037193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carroll_Virginia_51035","51035",1970,1171.5739901809,1224.21805605143,1142.00472253958,1166.6269448479,1167.54833386574,1180.05972273424,1083.9727781545,1169.67611135104,1196.74138904636,1216.32861114624,1190.48923617094,1304.47314809966,1184.59027788519,1070.47222251859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carroll_Virginia_51035","51035",2000,1236.28657417124,1218.53611138273,1294.12333368353,1240.45638952603,1220.27388960504,1300.92083400422,1222.76944492145,1230.20194488532,1185.53250022506,1140.68000012371,1043.24361125794,1078.25333335996,1143.92833318081,1203.82583298882,1232.63722183191,1269.74305521159,1243.05055535254,1120.21999994409,1148.61805576086,1134.09888903085,1165.88694448678,1175.70611120587,1290.24111105038,1198.67416650247,1273.47833319538,1248.37472208912,1305.49694419362,1370.06499986922,1440.61250002417,1539.33083311278,1622.79444418289
"Carroll_Virginia_51035","51035",2030,1912.60694261309,1724.97268486092,1650.77222160602,1912.60694261309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CharlesCity_Virginia_51036","51036",1970,1098.03667711081,1157.76206950011,1081.98344873745,1136.39379327482,1140.36827607032,1125.6448279687,1072.86206890735,1113.23172404951,1084.01241383368,1095.96206863173,1087.0025857502,1133.92298800164,1018.12241292,976.372412676441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CharlesCity_Virginia_51036","51036",2000,1203.81977018649,1097.79793074193,1135.79379268556,1096.62275813962,1093.25793076939,1185.21448290348,1154.76896581033,1170.31034530853,1198.66896617618,1222.26000054499,1108.21034510896,1130.48896573659,1220.82896603613,1240.85172457757,1216.47862108823,1314.37793161705,1273.94000071822,1170.69655221022,1149.54275890383,1142.1800000312,1132.84551692194,1162.50068897687,1214.58620601872,1172.90965437005,1242.67241335655,1259.06275846465,1278.18068980534,1323.53103473968,1364.32275895168,1465.87931048582,1484.67844840602
